1	2024-08-07 15:50:48	1	0	15	0	0	0	0	0	0
1	2024-08-07 15:52:36	1	0	15	0	0	0	0	0	0
1	2024-08-07 15:54:09	1	0	15	0	0	0	0	0	0
1	2024-08-07 16:02:49	1	0	15	0	0	0	0	0	0
1	2024-08-07 16:11:26	1	0	15	0	0	0	0	0	0
1	2024-08-07 16:22:35	1	0	15	0	0	0	0	0	0
1	2024-08-07 17:02:51	1	0	15	0	0	0	0	0	0
2	2024-08-08 08:24:53	1	0	1	0	0	0	0	0	0
1	2024-08-08 08:55:07	1	0	15	0	0	0	0	0	0
2	2024-08-09 13:39:37	1	0	1	0	0	0	0	0	0
2	2024-08-09 14:23:26	1	0	1	0	0	0	0	0	0
1	2024-08-09 16:25:03	1	0	15	0	0	0	0	0	0
1	2024-08-12 13:04:36	1	0	15	0	0	0	0	0	0
1	2024-08-12 13:05:42	1	0	15	0	0	0	0	0	0
2	2024-08-12 13:27:37	1	0	15	0	0	0	0	0	0
124171	2024-08-12 13:31:51	1	0	25	0	0	0	0	0	0
2	2024-08-12 13:39:07	1	0	1	0	0	0	0	0	0
124171	2024-08-13 08:58:31	1	0	1	0	0	0	0	0	0
124171	2024-08-13 09:02:11	1	0	15	0	0	0	0	0	0
124171	2024-08-13 09:08:00	1	0	15	0	0	0	0	0	0
124171	2024-08-13 10:51:36	1	0	15	0	0	0	0	0	0
124171	2024-08-13 13:34:52	1	0	15	0	0	0	0	0	0
1424025	2024-08-13 13:42:52	1	0	1	0	0	0	0	0	0
1124194	2024-08-13 13:58:10	1	0	1	0	0	0	0	0	0
1124194	2024-08-13 13:59:26	1	0	15	0	0	0	0	0	0
10124196	2024-08-13 14:15:14	1	0	15	0	0	0	0	0	0
10124196	2024-08-13 14:16:47	1	0	25	0	0	0	0	0	0
10124196	2024-08-13 14:18:54	1	0	1	0	0	0	0	0	0
1122120	2024-08-13 14:18:58	1	0	25	0	0	0	0	0	0
1122120	2024-08-13 14:20:25	1	0	15	0	0	0	0	0	0
1122120	2024-08-13 14:21:28	1	0	25	0	0	0	0	0	0
1424025	2024-08-13 14:22:01	1	0	1	0	0	0	0	0	0
1424025	2024-08-13 14:23:06	1	0	15	0	0	0	0	0	0
1424026	2024-08-13 14:25:39	1	0	15	0	0	0	0	0	0
1223023	2024-08-13 14:26:02	1	0	25	0	0	0	0	0	0
1122111	2024-08-13 14:27:21	1	0	25	0	0	0	0	0	0
1122111	2024-08-13 14:28:53	1	0	25	0	0	0	0	0	0
1213001	2024-08-13 17:06:08	1	0	15	0	0	0	0	0	0
1114008	2024-08-13 17:06:46	1	0	1	0	0	0	0	0	0
1114008	2024-08-13 17:07:59	1	0	15	0	0	0	0	0	0
1322014	2024-08-13 17:08:42	1	0	1	0	0	0	0	0	0
1123158	2024-08-13 17:10:37	1	0	25	0	0	0	0	0	0
1123158	2024-08-13 17:12:18	1	0	15	0	0	0	0	0	0
1123123	2024-08-13 17:13:01	1	0	15	0	0	0	0	0	0
1416003	2024-08-13 17:14:39	1	0	15	0	0	0	0	0	0
1116013	2024-08-13 17:16:45	1	0	15	0	0	0	0	0	0
1121085	2024-08-13 17:18:25	1	0	15	0	0	0	0	0	0
1119037	2024-08-13 17:19:19	1	0	25	0	0	0	0	0	0
1116014	2024-08-13 17:20:39	1	0	15	0	0	0	0	0	0
1118028	2024-08-13 17:22:02	1	0	15	0	0	0	0	0	0
1122096	2024-08-13 17:23:28	1	0	15	0	0	0	0	0	0
1120079	2024-08-13 17:24:14	1	0	15	0	0	0	0	0	0
1119038	2024-08-13 17:25:23	1	0	15	0	0	0	0	0	0
1322016	2024-08-13 17:26:47	1	0	15	0	0	0	0	0	0
1420010	2024-08-13 17:27:46	1	0	15	0	0	0	0	0	0
1122112	2024-08-13 17:29:25	1	0	25	0	0	0	0	0	0
1122112	2024-08-13 17:31:06	1	0	25	0	0	0	0	0	0
1123152	2024-08-13 17:31:24	1	0	15	0	0	0	0	0	0
1714001	2024-08-13 17:32:25	1	0	15	0	0	0	0	0	0
1117020	2024-08-13 17:32:46	1	0	25	0	0	0	0	0	0
1322015	2024-08-13 17:33:03	1	0	1	0	0	0	0	0	0
1120079	2024-08-13 17:33:07	1	0	15	0	0	0	0	0	0
1420011	2024-08-13 17:33:16	1	0	1	0	0	0	0	0	0
1116014	2024-08-13 17:33:56	1	0	25	0	0	0	0	0	0
1416003	2024-08-13 17:34:55	1	0	15	0	0	0	0	0	0
1118028	2024-08-13 17:35:13	1	0	15	0	0	0	0	0	0
